id,name,headline,score,is_show_badge,score_badge,is_show_info,description,slug,pim_id,short_description,created_at,updated_at,created_by_id,updated_by_id
193,Giảm tiết bã nhờn,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giam-tiet-ba-nhon,,,59:18.1,56:14.2,,
194,Thơm miệng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/thom-mieng,,,59:18.2,56:14.2,,
195,"Làm mềm, bóng tóc",,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-mem-bong-toc,,,59:18.2,56:14.2,,
196,Trị chấy,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tri-chay,,,59:18.2,56:14.2,,
197,Giảm tích tụ mỡ,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giam-tich-tu-mo,,,59:18.2,56:14.2,,
198,Tăng bài tiết thận,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tang-bai-tiet-than,,,59:18.2,56:14.2,,
199,Bảo vệ rốn,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bao-ve-ron,,,59:18.3,56:14.2,,
200,Phục hồi độ đàn hồi của thành mạch,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/phuc-hoi-do-dan-hoi-cua-thanh-mach,,,59:18.3,56:14.2,,
201,Làm sạch bã nhờn,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-sach-ba-nhon,,,59:18.3,56:14.2,,
202,Làm sạch bụi bẩn trên da,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-sach-bui-ban-tren-da,,,59:18.3,56:14.2,,
203,Tẩy trang,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tay-trang,,,59:18.6,56:14.2,,
204,Làm mát da,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-mat-da,,,59:18.6,56:14.2,,
205,Ngăn ngừa viêm nhiễm,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/ngan-ngua-viem-nhiem,,,59:18.6,56:14.2,,
206,Không nhỏ giọt rò rỉ nước khi chườm,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-nho-giot-ro-ri-nuoc-khi-chuom,,,59:18.6,56:14.2,,
207,Thoáng khí,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/thoang-khi,,,59:18.6,56:14.2,,
208,Siêu thấm,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/sieu-tham,,,59:18.7,56:14.2,,
209,Tẩy lông,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tay-long,,,59:18.7,56:14.2,,
210,Thông cổ họng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/thong-co-hong,,,59:18.7,56:14.2,,
211,Làm sạch phân,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-sach-phan,,,59:18.7,56:17.3,,
212,Giải độc khi dùng quá liều thuốc loại Cura,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giai-doc-khi-dung-qua-lieu-thuoc-loai-cura,,,59:18.7,56:16.6,,
213,Thông mật,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/thong-mat,,,59:18.8,56:16.6,,
214,Lợi tiểu,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/loi-tieu,,,59:18.8,56:16.6,,
215,Bổ sung khoáng chất,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-khoang-chat,,,59:18.8,56:16.6,,
216,Bổ sung Vitamin,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-vitamin,,,59:18.8,56:16.6,,
217,Chống co thắt đường tiết niệu,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/chong-co-that-duong-tiet-nieu,,,59:18.8,56:16.6,,
218,Chống co thắt đường tiêu hóa,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/chong-co-that-duong-tieu-hoa,,,59:18.9,56:16.6,,
219,Bổ phổi,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-phoi,,,59:18.9,56:17.3,,
220,Tăng cường tuần hoàn máu,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tang-cuong-tuan-hoan-mau,,,59:18.9,56:17.3,,
221,Giảm đau,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giam-dau,,,59:18.9,56:17.3,,
222,Khử trùng dụng cụ,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khu-trung-dung-cu,,,59:18.9,56:17.3,,
223,Sát trùng da,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/sat-trung-da,,,59:19.0,56:17.3,,
224,,,0,FALSE,0,FALSE,,tinh-nang-dac-biet/giam-doc-tinh-hoaxa-tri,,,59:19.0,59:19.0,,
225,Bồi bổ khí huyết,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/boi-bo-khi-huyet,,,59:19.0,56:17.3,,
226,Cai nghiện ma tuý nhóm Opiat,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/cai-nghien-ma-tuy-nhom-opiat,,,59:19.0,56:17.3,,
227,Bổ sung Estrogen,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-estrogen,,,59:19.1,56:17.3,,
228,Không đường,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-duong,,,59:19.1,56:17.7,,
229,Giải độc,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giai-doc,,,59:19.1,56:17.7,,
230,Giải rượu,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giai-ruou,,,59:19.1,56:17.7,,
231,Chống bụi bẩn,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/chong-bui-ban,,,59:19.1,56:17.7,,
232,Đo nồng độ oxy trong máu,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/do-nong-do-oxy-trong-mau,,,59:19.2,56:13.5,,
233,Đo nhịp tim,,3,FALSE,3,TRUE,,tinh-nang-dac-biet/do-nhip-tim,,,59:19.4,56:13.8,,
234,Bổ sung Acid Folic,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-acid-folic,,,59:19.4,56:13.5,,
235,Diệt khuẩn,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/diet-khuan,,,59:19.4,56:13.5,,
236,Sát trùng vết thương,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/sat-trung-vet-thuong,,,59:19.4,56:13.5,,
237,Trị táo bón,,30,FALSE,30,TRUE,,tinh-nang-dac-biet/tri-tao-bon,,,59:19.5,56:13.8,,
238,Giảm khô mũi và miệng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giam-kho-mui-va-mieng,,,59:19.5,56:13.5,,
239,Dưỡng sáng da,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/duong-sang-da,,,59:19.5,56:12.2,,
240,Chống nắng môi,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/chong-nang-moi,,,59:19.5,56:12.7,,
241,Điều trị khí hư,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/dieu-tri-khi-hu,,,59:19.5,56:14.2,,
242,Liền sẹo,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lien-seo,,,59:19.6,56:16.6,,
243,Bảo vệ vùng kín,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bao-ve-vung-kin,,,59:19.6,56:14.2,,
244,Không thấm nước,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-tham-nuoc,,,59:19.6,56:11.6,,
245,"Lọc vi khuẩn, bụi mịn",,0,FALSE,0,TRUE,,tinh-nang-dac-biet/loc-vi-khuan-bui-min,,,59:19.6,56:11.6,,
246,Khử mùi cơ thể,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khu-mui-co-the,,,59:19.7,56:11.6,,
247,Dưỡng ẩm da tay,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/duong-am-da-tay,,,59:19.7,56:11.6,,
248,Ức chế hình thành sắc tố đen,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/uc-che-hinh-thanh-sac-to-den,,,59:19.7,56:11.6,,
249,Phòng ngừa điều trị các bệnh ngoài da,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/phong-ngua-dieu-tri-cac-benh-ngoai-da,,,59:19.9,56:11.6,,
250,Chống khô da,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/chong-kho-da,,,59:20.0,56:11.6,,
251,"Mờ  sẹo, vết thâm",,0,FALSE,0,TRUE,,tinh-nang-dac-biet/mo-seo-vet-tham,,,59:20.0,56:13.5,,
252,Vệ sinh mũi,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/ve-sinh-mui,,,59:20.0,56:11.6,,
253,Sát khuẩn đường hô hấp,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/sat-khuan-duong-ho-hap,,,59:20.0,56:11.6,,
254,Tăng độ đàn hồi da,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tang-do-dan-hoi-da,,,59:20.1,56:11.6,,
255,Bổ sung acid béo không no,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-acid-beo-khong-no,,,59:20.1,56:11.1,,
256,Đo chính xác hơn với Công nghệ MAM,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/do-chinh-xac-hon-voi-cong-nghe-mam,,,59:20.1,56:11.1,,
257,Điều trị suy giãn tĩnh mạch,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/dieu-tri-suy-gian-tinh-mach,,,59:20.1,56:11.1,,
258,Bổ sung vi chất dinh dưỡng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/bo-sung-vi-chat-dinh-duong,,,59:20.1,56:11.1,,
259,Dùng để lấy máu cho máy đo đường huyết accu chek performa và accu chek guide,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/dung-de-lay-mau-cho-may-do-duong-huyet-accu-chek-performa-va-accu-chek-guide,,,59:20.2,56:11.1,,
260,Tăng cường chất xơ,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tang-cuong-chat-xo,,,59:20.2,56:11.1,,
261,"Lợi mật, thông mật",,0,FALSE,0,TRUE,,tinh-nang-dac-biet/loi-mat-thong-mat,,,59:20.2,56:11.1,,
262,Tăng cường sinh lý nữ,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tang-cuong-sinh-ly-nu,,,59:20.2,56:11.1,,
263,Không gây kích ứng da,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-gay-kich-ung-da,,,59:20.2,56:11.1,,
264,Phục hồi và làm săn chắc nướu,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/phuc-hoi-va-lam-san-chac-nuou,,,59:20.3,56:11.1,,
265,Xác định ngày rụng trứng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/xac-dinh-ngay-rung-trung,,,59:20.3,56:11.1,,
266,Tái tạo mô & xương,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tai-tao-mo-xuong,,,59:20.3,56:11.1,,
267,Loại bỏ thuốc trừ sâu và chất bảo quản trong hoa quả,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/loai-bo-thuoc-tru-sau-va-chat-bao-quan-trong-hoa-qua,,,59:20.3,56:11.1,,
268,Cung cấp Amino Acid,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/cung-cap-amino-acid,,,59:20.4,56:11.1,,
269,Hạt scrub nhỏ mịn,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/hat-scrub-nho-min,,,59:20.4,56:13.1,,
270,Không gây đổ dầu,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/khong-gay-do-dau,,,59:20.4,56:12.7,,
271,Không vàng áo,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/khong-vang-ao,,,59:20.4,56:12.7,,
272,Tạo màng sinh học,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/tao-mang-sinh-hoc,,,59:20.5,56:12.7,,
273,An toàn khi nuốt,,0,TRUE,0,FALSE,,tinh-nang-dac-biet/an-toan-khi-nuot,,,59:20.5,51:11.2,,
274,Không cần dùng nước,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/khong-can-dung-nuoc,,,59:20.5,56:12.7,,
275,Mờ sẹo lồi,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/mo-seo-loi,,,59:20.5,56:12.7,,
276,Giảm sẹo lõm,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/giam-seo-lom,,,59:20.6,56:12.7,,
277,Không vàng da,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/khong-vang-da,,,59:20.6,56:12.7,,
278,Kháng nước và mồ hôi,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/khang-nuoc-va-mo-hoi,,,59:20.6,56:12.7,,
279,Giảm mụn cơ thể,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/giam-mun-co-the,,,59:20.6,56:12.7,,
280,Chứa thành phần tự nhiên,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/chua-thanh-phan-tu-nhien,,,59:20.6,56:12.7,,
281,Ít vàng áo,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/it-vang-ao,,,59:20.7,56:12.7,,
282,Không chứa long não,,0,TRUE,0,TRUE,,tinh-nang-dac-biet/khong-chua-long-nao,,,59:20.7,56:12.7,,
283,Thay thế đường Sucrose,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/thay-the-duong-sucrose,,,59:20.7,56:15.0,,
284,Mát gan,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/mat-gan,,,59:20.7,56:15.0,,
285,Không xê dịch khi truyền dịch,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-xe-dich-khi-truyen-dich,,,59:20.7,56:15.0,,
286,Không chứa chất gây sốt (Pyrogene),,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-chua-chat-gay-sot-pyrogene,,,59:20.8,56:14.2,,
287,,,0,FALSE,0,FALSE,,tinh-nang-dac-biet/dung-de-lay-mau-cho-may-do-duong-huyet-accu-chek-active,,,59:20.8,59:20.8,,
288,Làm bánh,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-banh,,,59:20.8,56:14.2,,
289,Nuôi dưỡng tái tạo môi tổn thương,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/nuoi-duong-tai-tao-moi-ton-thuong,,,59:20.8,56:14.2,,
290,Cố định khớp,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/co-dinh-khop,,,59:20.9,56:14.2,,
291,Cầm máu,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/cam-mau,,,59:20.9,56:14.2,,
292,Ít thấm nước,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/it-tham-nuoc,,,59:20.9,56:14.2,,
293,Độ dính cao,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/do-dinh-cao,,,59:20.9,56:14.2,,
294,Đổi điện AC thành DC,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/doi-dien-ac-thanh-dc,,,59:20.9,56:14.2,,
295,Đầu kim được khử trùng bằng khí E.O,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/dau-kim-duoc-khu-trung-bang-khi-eo,,,59:21.0,56:14.2,,
296,Dự phòng chấn thương cơ khớp,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/du-phong-chan-thuong-co-khop,,,59:21.0,56:14.2,,
297,Dùng trong phẫu thuật chỉnh hình,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/dung-trong-phau-thuat-chinh-hinh,,,59:21.0,56:14.2,,
298,Làm dịu vết côn trùng cắn,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-diu-vet-con-trung-can,,,59:21.0,56:14.2,,
299,Đuổi côn trùng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/duoi-con-trung,,,59:21.0,56:14.2,,
300,Đuổi muỗi,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/duoi-muoi,,,59:21.1,56:14.2,,
301,Giúp lợi sữa,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giup-loi-sua,,,59:21.1,56:14.2,,
302,Kích thích tuyến sữa,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/kich-thich-tuyen-sua,,,59:21.1,56:14.2,,
303,"Ngăn sự phát triển của vi khuẩn, vi nấm có hại",,0,FALSE,0,TRUE,,tinh-nang-dac-biet/ngan-su-phat-trien-cua-vi-khuan-vi-nam-co-hai,,,59:21.1,56:14.2,,
304,Thấm hút nhanh,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tham-hut-nhanh,,,59:21.1,56:14.2,,
305,Chống co dúm,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/chong-co-dum,,,59:21.1,56:14.2,,
306,Tẩy rửa đồ dùng nhà bếp,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tay-rua-do-dung-nha-bep,,,59:21.2,56:14.2,,
307,Hỗ trợ điều trị các bệnh tai mũi họng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/ho-tro-dieu-tri-cac-benh-tai-mui-hong,,,59:21.2,56:15.0,,
308,Làm ẩm niêm mạc mũi,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-am-niem-mac-mui,,,59:21.2,56:15.0,,
309,Làm sạch khoang mũi,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/lam-sach-khoang-mui,,,59:21.2,56:15.0,,
310,Phòng tránh đau lưng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/phong-tranh-dau-lung,,,59:21.3,56:15.0,,
311,Lưu trữ 30 dữ liệu đo gần nhất,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/luu-tru-30-du-lieu-do-gan-nhat,,,59:21.3,56:15.0,,
312,Kết nối hồng ngoại,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/ket-noi-hong-ngoai,,,59:21.3,56:15.0,,
313,"Gây mê, an thần",,0,FALSE,0,TRUE,,tinh-nang-dac-biet/gay-me-an-than,,,59:21.3,56:10.7,,
314,Tăng lợi khuẩn,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tang-loi-khuan,,,59:21.3,56:10.7,,
315,"Giảm chai sần, nứt nẻ",,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giam-chai-san-nut-ne,,,59:21.3,56:12.2,,
316,Lưu thông khí quyết,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/luu-thong-khi-quyet,,,59:21.4,56:12.2,,
317,Không cần nhuộm,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-can-nhuom,,,59:21.4,56:12.2,,
318,Giảm rôm sảy,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giam-rom-say,,,59:21.4,56:12.2,,
319,Dưỡng ẩm nhũ hoa,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/duong-am-nhu-hoa,,,59:21.4,56:12.2,,
320,Giảm chàm môi,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giam-cham-moi,,,59:21.7,56:12.2,,
321,Dưỡng ẩm môi,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/duong-am-moi,,,59:21.7,56:12.2,,
322,"Giảm viêm chân lông, viêm da",,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giam-viem-chan-long-viem-da,,,59:21.7,56:12.2,,
323,Không tạo bọt,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-tao-bot,,,59:21.7,56:12.2,,
324,Giảm gãy rụng,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giam-gay-rung,,,59:21.7,56:12.2,,
325,Giảm sừng hóa da,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giam-sung-hoa-da,,,59:22.0,56:12.2,,
326,Giảm viêm sưng hậu môn,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/giam-viem-sung-hau-mon,,,59:22.0,56:12.2,,
327,"Mờ nám, tàn nhang",,0,FALSE,0,TRUE,,tinh-nang-dac-biet/mo-nam-tan-nhang,,,59:22.0,56:12.2,,
328,Không Corticoid,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/khong-corticoid,,,59:22.0,56:12.2,,
329,Tăng dịch nhờn cho khớp,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/tang-dich-nhon-cho-khop,,,59:22.1,56:12.2,,
330,Phát triển chiều cao,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/phat-trien-chieu-cao,,,59:22.1,56:11.1,,
331,Vệ sinh mắt,,0,FALSE,0,TRUE,,tinh-nang-dac-biet/ve-sinh-mat,,,59:22.1,56:11.1,,
332,"Chống cảm lạnh, tránh gió và ho",,0,FALSE,0,TRUE,,tinh-nang-dac-biet/chong-cam-lanh-tranh-gio-va-ho,,,59:22.2,56:11.1,,
333,SPF 20,,0,TRUE,0,TRUE,,,9760,,10:02.3,07:28.8,,
334,SPF 7,,0,TRUE,0,TRUE,,,9758,,10:02.3,07:28.8,,
335,SPF 30 PA++,,0,TRUE,0,TRUE,,,9763,,10:02.3,07:12.0,,
336,SPF 45+,,1,TRUE,1,TRUE,,,9754,,10:02.3,07:26.1,,
337,SPF 81,,0,TRUE,0,TRUE,,,9757,,10:02.3,07:28.7,,
338,SPF 90,,0,TRUE,0,TRUE,,,9755,,10:02.3,07:26.2,,
339,SPF 30+,,0,TRUE,0,TRUE,,,9761,,10:02.3,07:12.0,,
340,SPF 30 PA+++,,0,TRUE,0,TRUE,,,9762,,10:02.3,07:12.0,,
341,SPF 35,,0,TRUE,0,TRUE,,,9756,,10:02.3,07:28.8,,
342,SPF 50+,,0,TRUE,0,TRUE,,,9759,,10:02.3,07:28.7,,
343,SPF 50+ PA+++,,0,TRUE,0,TRUE,,,9765,,10:09.0,07:12.0,,
344,SPF 50+ PA++++,,0,TRUE,0,TRUE,,,9766,,10:09.1,07:12.0,,
347,SPF 50,,0,TRUE,0,TRUE,,,9769,,10:09.1,07:45.9,,
348,SPF 60,,0,FALSE,0,TRUE,,,9771,,10:09.1,07:07.9,,
349,SPF81 PA++++,spf81-pa,0,TRUE,0,TRUE,,,9764,,10:09.1,07:12.1,,
350,Từ 18 tuổi trở lên,,0,FALSE,0,TRUE,,,373,,10:09.1,07:07.9,,
351,Từ 10 tuổi trở lên,,0,FALSE,0,TRUE,"<p>Pangao là thương hiệu chuyên phát triển và sản xuất các sản phẩm y tế và chăm sóc sức khỏe, bao gồm máy đo huyết áp điện tử, nhiệt kế hồng ngoại và các thiết bị massage như massage cổ, mắt và eo. Với hơn 20 năm kinh nghiệm, Pangao đã xuất khẩu sản phẩm đến hơn 60 quốc gia và sở hữu hơn 228 quyền sở hữu trí tuệ. Công ty có đội ngũ R&amp;D hơn 300 nhân viên và năng lực sản xuất hàng năm đạt hơn 4 triệu sản phẩm, bao gồm hơn 2,2 triệu thiết bị y tế và hơn 2,1 triệu sản phẩm massage. Pangao cam kết nâng cao chất lượng sức khỏe con người thông qua các sản phẩm công nghệ cao và cung cấp dịch vụ OEM/ODM toàn diện cho khách hàng toàn cầu.</p>",,374,,10:09.1,23:20.0,,
352,Từ 4 tuổi trở lên,,0,FALSE,0,TRUE,"<p>Innate là công ty Ý được thành lập năm 2004 với bề dày kinh nghiệm và chuyên môn sâu trong lĩnh vực sản xuất và phát triển dự án theo mô hình CMO và CDMO, chuyên sản xuất các sản phẩm lỏng tiệt trùng được đóng gói trong ống nghiệm hoặc ống tiêm sẵn, cũng như các sản phẩm đặc thù như ovules, pessaries, kem và gel. Sản phẩm của công ty bao gồm thiết bị y tế từ lớp I đến III, mỹ phẩm tiên tiến và thực phẩm chức năng, được phân phối rộng rãi không chỉ tại thị trường nội địa mà còn xuất khẩu sang các khu vực như châu Âu, MENA, CIS, APAC và LATAM. Luôn tiên phong đổi mới và ứng dụng công nghệ hiện đại, Innate duy trì mối quan hệ hợp tác chặt chẽ trong hệ thống toàn cầu, cam kết hoạt động một cách có đạo đức, minh bạch và tuân thủ nghiêm ngặt các quy định pháp luật nhằm đáp ứng nhanh chóng và hiệu quả nhu cầu của thị trường.</p>",,375,,10:09.1,03:28.1,,
353,SPF55,,0,FALSE,0,FALSE,,,9772,,10:09.1,10:09.1,,
354,SPF 15,,0,TRUE,0,TRUE,,,10231,,10:09.1,07:45.9,,
355,Từ 3 tuổi trở lên,,0,FALSE,0,TRUE,,,381,,10:09.1,07:07.9,,
356,SPF 30,,1,TRUE,1,TRUE,,,10258,,10:09.1,07:45.8,,
357,Từ 1 tuổi trở lên,,0,FALSE,0,TRUE,,,376,,10:09.1,07:07.9,,
358,Từ 4 tháng - 15 tuổi,,0,FALSE,0,TRUE,,,378,,10:09.1,20:14.8,,
359,Dưới 12 tuổi,,0,FALSE,0,TRUE,,,379,,10:09.1,07:07.9,,
360,Trên 18 tháng tuổi,,0,FALSE,0,TRUE,,,377,,10:09.1,07:07.9,,
361,Từ 30 tháng tuổi trở lên,,0,FALSE,0,TRUE,,,380,,10:09.1,07:07.9,,
362,Từ 16 tuổi trở lên,,0,FALSE,0,TRUE,,,382,,10:09.2,07:07.9,,
363,Từ 3 tháng - 12 tuổi,,0,FALSE,0,TRUE,,,383,,10:09.2,07:07.9,,
364,Trên 12 tháng tuổi,,0,FALSE,0,TRUE,,,384,,10:09.2,07:07.9,,
365,Từ 6 tháng - 12 tuổi,,0,FALSE,0,TRUE,,,385,,10:09.2,07:07.9,,
366,Từ 4 tháng - 6 tuổi,,0,FALSE,0,TRUE,,,386,,10:09.2,07:07.9,,
367,Từ 7 tuổi trở lên,,0,FALSE,0,TRUE,"<p>Sắc Ngọc Khang là thương hiệu mỹ phẩm và thực phẩm chức năng đã đồng hành cùng nhan sắc Việt suốt hơn 16 năm qua với niềm tin rằng “một làn da đẹp sẽ mang lại hạnh phúc và tiếp thêm tự tin cho người phụ nữ”. Thương hiệu không ngừng đổi mới và sáng tạo để nghiên cứu, phát triển các sản phẩm an toàn, hiệu quả và chất lượng như kem dưỡng da ban đêm, viên uống collagen… được bào chế từ những công thức đột phá, dựa trên nghiên cứu lâm sàng và bằng chứng khoa học rõ ràng. Sắc Ngọc Khang đảm bảo nguồn nguyên liệu đạt tiêu chuẩn quốc tế và được sản xuất trên dây chuyền công nghệ hiện đại tại Nhà máy Dược phẩm Hoa Sen đạt chuẩn GMP do Bộ Y tế cấp phép. Luôn đặt khách hàng làm trọng tâm, thương hiệu cam kết mang đến giải pháp làm đẹp lành mạnh, thiết thực và tận tâm, góp phần khẳng định vẻ đẹp tự nhiên của phụ nữ Việt theo đuổi giá trị toàn cầu.</p>",,387,,10:09.2,10:08.5,,
368,Từ 13 tuổi trở lên,,0,FALSE,0,TRUE,,,388,,10:09.2,07:07.9,,
369,Từ 5 tuổi trở lên,,0,FALSE,0,TRUE,,,392,,10:09.2,07:07.9,,
370,Từ 14 tuổi trở lên,,0,FALSE,0,TRUE,,,389,,10:09.2,07:07.9,,
371,Từ 6 - 11 tuổi,,0,FALSE,0,TRUE,,,390,,10:09.2,07:07.9,,
372,Từ 1-12 tháng tuổi,,0,FALSE,0,TRUE,,,395,,10:09.2,07:07.8,,
373,Từ 0-12 tháng tuổi,,0,FALSE,0,TRUE,,,394,,10:09.2,07:07.9,,
374,Từ 2 tuổi trở lên,,0,FALSE,0,TRUE,,,393,,10:09.2,07:12.6,,
375,Từ 3 tháng tuổi trở lên,,0,FALSE,0,TRUE,,,396,,10:09.2,07:09.8,,
376,Từ 16 - 65 tuổi,,0,FALSE,0,TRUE,,,397,,10:09.2,07:07.8,,
378,Từ 6 tháng tuổi trở lên,,0,FALSE,0,TRUE,,,420,,10:09.2,07:12.6,,
379,Từ 12 tuổi trở lên,,0,FALSE,0,TRUE,,,417,,10:09.2,07:09.8,,
380,Từ 6 tuổi trở lên,,0,FALSE,0,TRUE,,,421,,10:09.2,07:12.6,,
381,Từ 1-2 tuổi,,0,FALSE,0,TRUE,,,423,,10:09.2,07:07.8,,
