id,name,name_eng,full_path_slug,description,short_description,note,score,type,level,is_deleted,is_visible,meta_title,meta_description,meta_social_title,meta_social_description,created_at,updated_at,created_by_id,updated_by_id,product_suggestion_list_enable
73,Các dụng cụ và sản phẩm khác,,trang-thiet-bi-y-te/dung-cu-khac,,,,11,product,3,FALSE,TRUE,Các dụng cụ y tế khác - Nhà thuốc Long Châu,Các dụng cụ y tế khác - Cam kết sản phẩm chính hãng - Giao hàng nhanh - Giá rẻ uy tín ✅ chỉ có tại Nhà thuốc Long Châu,,,57:04.9,01:09.9,,,FALSE
74,Đai lưng,,trang-thiet-bi-y-te/dai-lung,,,,7,product,3,FALSE,TRUE,"Đai lưng cột sống chính hãng, giá tốt nhất - Long Châu","Mua các loại đai lưng cột sống cao cấp hỗ trợ điều trị thoát vị đĩa đệm, thoái hóa đốt sống. Sản phẩm chính hãng, giá tốt có tại Nhà thuốc Long Châu.",,,57:04.9,46:01.3,,,FALSE
75,Dụng cụ vệ sinh tai,,trang-thiet-bi-y-te/dung-cu-ve-sinh-tai,,,,8,product,3,FALSE,TRUE,"Dụng cụ vệ sinh tai chất lượng, giá tốt | Nhà thuốc Long Châu","Dụng cụ vệ sinh tai, rửa tai chính hãng, giá rẻ. Có dược sĩ tư vấn kỹ lưỡng. Giá rẻ uy tín. Giao hàng nhanh trong ngày. Chỉ có tại Nhà thuốc Long Châu.",,,57:04.9,46:01.3,,,FALSE
76,Vớ ngăn tĩnh mạch,,trang-thiet-bi-y-te/vo-ngan-tinh-mach,,,,5,product,3,FALSE,TRUE,"Vớ y khoa trị giãn tĩnh mạch chất lượng, giá tốt","Mua vớ y khoa, vớ giãn tĩnh mạch chất lượng, chính hãng, đạt chuẩn với giá tốt nhất tại Nhà thuốc Long Châu - có dược sĩ tư vấn, giao hàng miễn phí.",,,57:04.9,46:01.3,,,FALSE
77,Máy massage,,trang-thiet-bi-y-te/may-massage,,,,3,product,3,FALSE,TRUE,"Mua máy massage đa năng giúp thư giãn, giảm đau","Mua các loại máy massage, dụng cụ massage cầm tay chính hãng, đa dạng mẫu mã với giá tốt tại nhà thuốc Long Châu - giao nhanh, đổi trả trong 30 ngày.",,,57:04.9,58:28.5,,,FALSE
78,Đai nẹp,,trang-thiet-bi-y-te/dai-nep,,,,9,product,3,FALSE,TRUE,"Đai nẹp y tế các loại chính hãng, giá tốt 2026","Mua các loại đai nẹp y tế, đai nẹp chân, nẹp gối, nẹp cổ tay... chính hãng, giá tốt nhất tại nhà thuốc Long Châu - giao hàng nhanh - có dược sĩ tư vấn.",,,57:04.9,07:46.2,,,FALSE
79,Găng tay,,trang-thiet-bi-y-te/gang-tay,,,,6,product,3,FALSE,TRUE,"Găng tay y tế chính hãng, an toàn, giá tốt nhất","Mua găng tay y tế/bao tay y tế có bột, không bột chất lượng, giá cực tốt tại Nhà thuốc Long Châu. Cam kết chính hãng - Độ bền cao - Giá tốt - Giao nhanh.",,,57:04.9,29:51.1,,,FALSE
80,Bông y tế,,trang-thiet-bi-y-te/bong-y-te,,,,2,product,3,FALSE,TRUE,"Bông gòn y tế an toàn, vệ sinh - Nhà thuốc Long Châu","Bông gòn y tế chất liệu tự nhiên, thấm nước tốt, có loại cắt miếng sẵn ✅ Sản phẩm chất lượng - Giá rẻ uy tín - Giao hàng nhanh tại Nhà thuốc Long Châu",,,57:04.9,33:34.6,,,FALSE
81,Băng y tế,,trang-thiet-bi-y-te/bang-y-te,,,,1,product,3,FALSE,TRUE,"Băng gạc y tế chính hãng, giá tốt nhất - Long Châu","Mua các loại băng gạc y tế, băng y tế, băng cá nhân đa năng dùng sơ cứu vết thương, sản phẩm chất lượng - Giá rẻ - Giao hàng nhanh miễn phí.",,,57:04.9,43:09.7,,,FALSE
82,"Cồn, nước sát trùng, nước muối",,trang-thiet-bi-y-te/con-va-nuoc-sat-trung,,,,3,product,3,FALSE,TRUE,"Cồn và dung dịch sát khuẩn, nước sát trùng giá tốt","Mua dung dịch sát khuẩn, nước sát trùng, cồn y tế diệt khuẩn, nước muối chất lượng, an toàn. Sản phẩm đạt tiêu chuẩn - Giá rẻ tại Nhà thuốc Long Châu.",,,57:04.9,51:01.0,,,FALSE
83,Tăm bông,,trang-thiet-bi-y-te/tam-bong,,,,7,product,3,FALSE,FALSE,"Tăm bông vệ sinh cá nhân, dùng trong y tế - Nhà thuốc Long Châu","Tăm bông từ bông xơ tự nhiên, không pha sợi polyester, không gây kích ứng kể cả khi sử dụng cho trẻ em ✅ Sản phẩm chất lượng - giá rẻ uy tín tại Nhà thuốc Long Châu",,,57:04.9,33:34.6,,,FALSE
84,Chăm sóc vết thương,,trang-thiet-bi-y-te/cham-soc-vet-thuong,,,,4,product,3,FALSE,TRUE,Sản phẩm chăm sóc vết thương an toàn lành tính,"Mua các sản phẩm chăm sóc vết thương an toàn lành tính, giúp vết thương mau lành hạn chế tối đa tình trạng nhiễm trùng. Mua ngay tại Long Châu.",,,57:04.9,51:56.2,,,FALSE
85,"Xịt giảm đau, kháng viêm",,trang-thiet-bi-y-te/xit-giam-dau,,,,5,product,3,FALSE,TRUE,"Xịt giảm đau an toàn, chính hãng, giá tốt 2026","Mua các loại chai xịt, bình xịt giảm đau nhanh an toàn. Sản phẩm chính hãng, giá tốt nhất, giao hàng nhanh. Mua ngay tại nhà thuốc FPT Long Châu.",,,57:04.9,09:36.5,,,FALSE
86,"Miếng dán giảm đau, hạ sốt",,trang-thiet-bi-y-te/mieng-dan-giam-dau,,,,6,product,3,FALSE,TRUE,"Miếng dán, cao dán giảm đau, hạ sốt giá tốt 2026","Top các loại miếng dán giảm đau, hạ sốt, cao dán giảm đau xương khớp, đau cơ phổ biến, chất lượng nhất chỉ có tại Nhà thuốc Long Châu - giao nhanh - giá tốt.",,,57:04.9,09:40.2,,,FALSE
87,Khẩu trang y tế,,trang-thiet-bi-y-te/khau-trang-y-te,,,,2,product,3,FALSE,TRUE,"Các loại khẩu trang y tế cao cấp chính hãng, giá tốt","Mua khẩu trang y tế chất lượng, cao cấp, loại 3, 4 lớp, 3D chống bụi hiệu quả cho người lớn và trẻ em - chính hãng - giao nhanh tại Nhà thuốc Long Châu.",,,57:04.9,56:23.5,,,FALSE
88,Khẩu trang vải,,trang-thiet-bi-y-te/khau-trang-vai,,,,2,product,3,FALSE,TRUE,"Khẩu trang vải kháng khuẩn, chính hãng, giá tốt 2026","Mua khẩu trang vải cao cấp, kháng khuẩn, chống bụi, chống nắng hiệu quả, mẫu mã đẹp, tái sử dụng được nhiều lần, giá tốt chỉ có tại nhà thuốc Long Châu.",,,57:04.9,12:36.0,,,FALSE
89,Thử thai,,trang-thiet-bi-y-te/thu-thai,,,,3,product,3,FALSE,TRUE,"Que thử thai, que thử rụng trứng giá tốt 2026 - Long Châu","Mua các loại que thử thai, que thử thai điện tử, bút thử thai, que thử rụng trứng chính hãng, độ chính xác cao, giao hàng nhanh tại nhà thuốc Long Châu.",,,57:04.9,08:45.5,,,FALSE
90,Máy đo huyết áp,,trang-thiet-bi-y-te/may-do-huyet-ap,,,,1,product,3,FALSE,TRUE,"Máy đo huyết áp chính hãng, giá tốt 2026 | Long Châu","Mua các loại máy đo huyết áp điện tử, đo huyết áp bắp tay, cổ tay Omron, Microlife... Cam kết chính hãng - Giá rẻ uy tín chỉ có tại Nhà thuốc Long Châu.",,,57:04.9,08:36.3,,,FALSE
91,Thuốc ức chế neuraminidase,,thuoc/thuoc-chong-vi-rut/thuoc-uc-che-neuraminidase,,,,2,product,3,FALSE,FALSE,,,,,57:04.9,37:00.7,,,
92,"Máy, que thử đường huyết",,trang-thiet-bi-y-te/may-que-thu-duong-huyet,,,,2,product,3,FALSE,TRUE,"Máy đo, que thử đường huyết chính hãng, giá tốt nhất","Các loại máy đo đường huyết, que thử đường huyết chính hãng, đạt chuẩn, cho kết quả chính xác. Giao nhanh, miễn phí vận chuyển, đổi trả trong 30 ngày.",,,57:04.9,35:45.7,,,FALSE
93,Cân sức khỏe,,trang-thiet-bi-y-te/can-suc-khoe,,,,7,product,3,FALSE,FALSE,,,,,57:04.9,44:24.6,,,FALSE
94,Nhiệt kế,,trang-thiet-bi-y-te/nhiet-ke,,,,4,product,3,FALSE,TRUE,"Nhiệt kế, nhiệt kế điện tử chính hãng giá tốt 2026","Mua các loại nhiệt kế điện tử, nhiệt kế thuỷ ngân, nhiệt kế hồng ngoại đo nhiệt độ chính hãng với giá tốt nhất, giao nhanh tại nhà thuốc Long Châu.",,,57:04.9,08:50.3,,,FALSE
95,Thuốc chống siêu vi adamantane,,thuoc/thuoc-chong-vi-rut/thuoc-chong-sieu-vi-adamantane,,,,1,product,3,FALSE,FALSE,,,,,57:04.9,37:03.5,,,
96,Thuốc tăng cường chống vi rút,,thuoc/thuoc-chong-vi-rut/thuoc-tang-cuong-chong-vi-rut,,,,96,product,3,FALSE,FALSE,,,,,57:04.9,37:06.3,,,
97,Thuốc chống vi rút khác,,thuoc/thuoc-chong-vi-rut/thuoc-chong-vi-rut-khac,,,,97,product,3,FALSE,FALSE,,,,,57:04.9,46:42.4,,,
98,NNRTI,,thuoc/thuoc-chong-vi-rut/nnrti,,,,98,product,3,FALSE,FALSE,,,,,57:04.9,37:09.4,,,
99,Thuốc ức chế NS5A,,thuoc/thuoc-chong-vi-rut/thuoc-uc-che-ns5a,,,,99,product,3,FALSE,FALSE,,,,,57:04.9,37:11.9,,,
100,Thuốc ức chế men sao chép ngược nucleoside (NRTI),,thuoc/thuoc-chong-vi-rut/thuoc-uc-che-men-sao-chep-nguoc-nucleoside-nrti,,,,100,product,3,FALSE,FALSE,,,,,57:04.9,38:58.7,,,
101,Chất ức chế protease,,thuoc/thuoc-chong-vi-rut/chat-uc-che-protease,,,,101,product,3,FALSE,FALSE,,,,,57:04.9,39:01.6,,,
102,Nucleoside purine,,thuoc/thuoc-chong-vi-rut/nucleoside-purine,,,,102,product,3,FALSE,FALSE,,,,,57:04.9,39:04.8,,,
103,Kết hợp chống vi-rút,,thuoc/thuoc-chong-vi-rut/ket-hop-chong-vi-rut,,,,103,product,3,FALSE,FALSE,,,,,57:04.9,39:07.6,,,
104,Interferon chống vi-rút,,thuoc/thuoc-chong-vi-rut/interferon-chong-vi-rut,,,,104,product,3,FALSE,FALSE,,,,,57:04.9,39:10.3,,,
105,Thuốc đối kháng thụ thể chemokine,,thuoc/thuoc-chong-vi-rut/thuoc-doi-khang-thu-the-chemokine,,,,105,product,3,FALSE,FALSE,,,,,57:04.9,39:13.5,,,
106,Chất ức chế chuyển chuỗi,,thuoc/thuoc-chong-vi-rut/chat-uc-che-chuyen-chuoi,,,,106,product,3,FALSE,FALSE,,,,,57:04.9,39:17.0,,,
107,Amebicides,,thuoc/chong-nhiem-trung/amebicides,,,,107,product,3,FALSE,FALSE,,,,,57:04.9,36:55.7,,,
108,Kháng sinh Aminoglycoside,,thuoc/chong-nhiem-trung/khang-sinh-aminoglycoside,,,,108,product,3,FALSE,FALSE,,,,,57:04.9,36:58.6,,,
109,"Thuốc Antiadrenergic, tác dụng tập chung",,thuoc/he-tim-mach-and-tao-mau/thuoc-antiadrenergic-tac-dung-tap-chung,,,,109,product,3,FALSE,FALSE,"Thuốc Antiadrenergic, tác dụng tập chung - Nhà thuốc Long Châu","Thuốc Antiadrenergic, tác dụng tập chung và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:04.9,29:13.4,,,FALSE
110,Thuốc trị tăng huyết áp khác,,thuoc/he-tim-mach-and-tao-mau/thuoc-tri-tang-huyet-ap-khac,,,,110,product,3,FALSE,FALSE,Thuốc trị tăng huyết áp khác - Nhà thuốc Long Châu,"Thuốc trị tăng huyết áp khác và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:04.9,32:14.2,,,FALSE
111,Thuốc tăng huyết áp phổi,,thuoc/he-tim-mach-and-tao-mau/thuoc-tang-huyet-ap-phoi,,,,111,product,3,FALSE,FALSE,Thuốc tăng huyết áp phổi: Trị rối loạn chức năng hô hấp,"Thuốc trị tăng huyết áp phổi như tăng áp động mạch phổi, rối loạn chức năng hô hấp,... chính hãng, giá tốt. Có dược sĩ tư vấn. Mua ngay!",,,57:04.9,22:28.2,,,FALSE
112,Chất đối kháng thụ thể aldosterone,,thuoc/he-tim-mach-and-tao-mau/chat-doi-khang-thu-the-aldosterone,,,,112,product,3,FALSE,FALSE,Thuốc kháng Aldosteron - Nhà Thuốc Long Châu,"Mua thuốc chứa chất đối kháng thụ thể Aldosterone chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:04.9,28:56.2,,,FALSE
113,Thuốc ức chế men chuyển angiotensin/ Thuốc ức chế trực tiếp renin,,thuoc/he-tim-mach-and-tao-mau/thuoc-uc-che-men-chuyen-angiotensin-thuoc-uc-che-truc-tiep-renin,,,,113,product,3,FALSE,FALSE,Thuốc ức chế men chuyển angiotensin/ Ức chế trực tiếp renin - Long Châu,"Thuốc ức chế men chuyển angiotensin/ Ức chế trực tiếp renin và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:04.9,32:49.0,,,FALSE
114,Thuốc ức chế thụ thể angiotensin và thuốc ức chế neprilysin,,thuoc/he-tim-mach-and-tao-mau/thuoc-uc-che-thu-the-angiotensin-va-thuoc-uc-che-neprilysin,,,,114,product,3,FALSE,FALSE,Thuốc đối kháng thụ thể angiotensin II - Nhà Thuốc Long Long,"Mua thuốc đối kháng thụ thể angiotensin II chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:04.9,20:11.4,,,FALSE
115,Thuốc đối kháng thụ thể angiotensin II,,thuoc/he-tim-mach-and-tao-mau/thuoc-doi-khang-thu-the-angiotensin-ii,,,,115,product,3,FALSE,FALSE,Thuốc đối kháng thụ thể angiotensin II - Nhà thuốc Long Châu,"Thuốc đối kháng thụ thể angiotensin II và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:04.9,30:41.8,,,FALSE
116,"Thuốc chống trầm cảm, tác dụng ngoại vi",,thuoc/he-tim-mach-and-tao-mau/thuoc-chong-tram-cam-tac-dung-ngoai-vi,,,,116,product,3,FALSE,FALSE,,,,,57:04.9,24:03.9,,,FALSE
117,Thuốc tim,,thuoc/he-tim-mach-and-tao-mau/thuoc-tim,,,,117,product,3,FALSE,FALSE,"Thuốc tim mạch chính hãng, an toàn 2024 - Nhà thuốc Long Châu","Tất cả các loại thuốc trị bệnh tim và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:04.9,31:47.4,,,FALSE
118,Thuốc chống đau thắt ngực,,thuoc/he-tim-mach-and-tao-mau/thuoc-chong-dau-that-nguc,,,,118,product,3,FALSE,FALSE,Thuốc chống đau thắt ngực hiệu quả - Nhà thuốc Long Châu,"Tổng hợp ác loại thuốc chống đau thắt ngực được tin dùng chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:04.9,30:02.7,,,FALSE
119,Thuốc chronotropic anticholinergic,,thuoc/he-tim-mach-and-tao-mau/thuoc-chronotropic-anticholinergic,,,,119,product,3,FALSE,FALSE,,,,,57:04.9,29:45.1,,,FALSE
120,Kết hợp hạ huyết áp,,thuoc/he-tim-mach-and-tao-mau/ket-hop-ha-huyet-ap,,,,120,product,3,FALSE,FALSE,,,,,57:04.9,25:11.3,,,FALSE
121,Thuốc chẹn thụ thể bêta,,thuoc/he-tim-mach-and-tao-mau/thuoc-chen-thu-the-beta,,,,121,product,3,FALSE,FALSE,Thuốc chẹn thụ thể bêta - Nhà thuốc Long Châu,"Thuốc chẹn thụ thể bêta và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:04.9,29:51.8,,,FALSE
122,Thuốc đối kháng calci,,thuoc/he-tim-mach-and-tao-mau/thuoc-doi-khang-calci,,,,122,product,3,FALSE,FALSE,Thuốc đối kháng calci - Nhà thuốc Long Châu,"Thuốc chẹn kênh canxi (hay thuốc đối kháng canxi) và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:04.9,30:31.4,,,FALSE
123,Thuốc lợi tiểu,,thuoc/he-tim-mach-and-tao-mau/thuoc-loi-tieu,,,,123,product,3,FALSE,FALSE,"TOP 30+ Thuốc lợi tiểu chính hãng, giá tốt, hiệu quả nhất","Mua các loại thuốc lợi tiểu hiệu quả, nhóm thuốc chính xác được liệt kê  tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà, có dược sĩ tư vấn",,,57:04.9,31:32.7,,,FALSE
124,Inotropic,,thuoc/he-tim-mach-and-tao-mau/inotropic,,,,124,product,3,FALSE,FALSE,,,,,57:04.9,34:45.6,,,FALSE
125,"Thuốc kháng đông, chống kết dính tiểu cầu & tiêu sợi huyết",,thuoc/he-tim-mach-and-tao-mau/thuoc-khang-dong-chong-ket-dinh-tieu-cau-and-tieu-soi-huyet,,,,125,product,3,FALSE,FALSE,"Thuốc kháng đông, chống kết dính tiểu cầu & tiêu sợi huyết","Các loại thuốc kháng đông, chống kết dính tiểu cầu & tiêu sợi huyết được lưu hành tại Việt Nam và nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:04.9,31:15.7,,,FALSE
126,Các loại thuốc tim mạch khác,,thuoc/he-tim-mach-and-tao-mau/cac-loai-thuoc-tim-mach-khac,,,,126,product,3,FALSE,FALSE,Các loại thuốc tim mạch khác - Nhà thuốc Long Châu,"Các loại thuốc tim mạch khác và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:04.9,28:28.3,,,FALSE
127,Thuốc giãn mạch ngoại biên & thuốc hoạt hóa não,,thuoc/he-tim-mach-and-tao-mau/thuoc-gian-mach-ngoai-bien-and-thuoc-hoat-hoa-nao,,,,127,product,3,FALSE,FALSE,Thuốc giãn mạch ngoại biên & thuốc hoạt hóa não - Long Châu,"Mua Thuốc giãn mạch ngoại biên & thuốc hoạt hóa não chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:04.9,31:03.8,,,FALSE
128,Chất ức chế renin,,thuoc/he-tim-mach-and-tao-mau/chat-uc-che-renin,,,,128,product,3,FALSE,FALSE,,,,,57:04.9,35:32.4,,,FALSE
129,Thuốc chống xơ cứng,,thuoc/he-tim-mach-and-tao-mau/thuoc-chong-xo-cung,,,,129,product,3,FALSE,FALSE,,,,,57:04.9,17:19.1,,,FALSE
130,Thuốc trị viêm tĩnh mạch & giãn tĩnh mạch,,thuoc/he-tim-mach-and-tao-mau/thuoc-tri-viem-tinh-mach-and-gian-tinh-mach,,,,130,product,3,FALSE,FALSE,"Thuốc trị trĩ, thuốc giãn tĩnh mạch giá tốt, chính hãng 2024","Mua thuốc trị trĩ, thuốc giãn tĩnh mạch, viêm tĩnh mạch: Dacolfort, Daflon, Rutin C, Veinamitolm, Varicosex... chính hãng, giá tốt tại Long Châu.",,,57:04.9,32:35.2,,,FALSE
131,Thuốc đối kháng vasopressin,,thuoc/he-tim-mach-and-tao-mau/thuoc-doi-khang-vasopressin,,,,131,product,3,FALSE,FALSE,,,,,57:04.9,21:33.2,,,FALSE
132,Thuốc vận mạch,,thuoc/he-tim-mach-and-tao-mau/thuoc-van-mach,,,,132,product,3,FALSE,FALSE,,,,,57:04.9,29:08.7,,,FALSE
133,Thuốc cầm máu,,thuoc/he-tim-mach-and-tao-mau/thuoc-cam-mau,,,,133,product,3,FALSE,FALSE,"[Tổng hợp] Các loại thuốc cầm máu tốt, bán chạy nhất hiện nay","Tổng hợp thuốc cầm máu được lưu hành tại Việt Nam và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:04.9,29:31.9,,,FALSE
134,Thuốc chống lợi tiểu,,thuoc/he-tim-mach-and-tao-mau/thuoc-chong-loi-tieu,,,,134,product,3,FALSE,FALSE,Tổng hợp thuốc chống lợi tiểu chính hãng - Nhà thuốc Long Châu,"Tổng hợp thuốc chống lợi tiểu và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:04.9,30:16.6,,,FALSE
135,Thuốc co mạch,,thuoc/he-tim-mach-and-tao-mau/thuoc-co-mach-1,,,,135,product,3,FALSE,FALSE,,,,,57:04.9,26:02.8,,,FALSE
136,Thuốc trị rối loạn lipid máu,,thuoc/he-tim-mach-and-tao-mau/thuoc-tri-roi-loan-lipid-mau,,,,136,product,3,FALSE,FALSE,+114 thuốc trị rối loạn lipid máu chính hãng - Nhà thuốc Long Châu,"Tổng hợp +114 thuốc trị rối loạn lipid máu tốt, chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:04.9,32:00.9,,,FALSE
137,Thuốc điều hòa huyết lưu,,thuoc/he-tim-mach-and-tao-mau/thuoc-dieu-hoa-huyet-luu,,,,137,product,3,FALSE,FALSE,Tổng hợp thuốc điều hòa huyết lưu - Nhà thuốc Long Châu,"Thuốc điều hòa huyết lưu các loại và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:04.9,18:53.5,,,FALSE
138,Các tác nhân tạo máu,,thuoc/he-tim-mach-and-tao-mau/cac-tac-nhan-tao-mau,,,,138,product,3,FALSE,FALSE,[Tổng hợp] 9 Thuốc trị thiếu máu - Nhà Thuốc Long Châu,"Mua thuốc trị bệnh thiếu máu, bổ máu tốt, chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:04.9,28:42.6,,,FALSE
139,Thuốc ức chế men chuyển/Thuốc chẹn kênh Canxi,,thuoc/he-tim-mach-and-tao-mau/thuoc-uc-che-men-chuyen-thuoc-chen-kenh-canxi,,,,139,product,3,FALSE,FALSE,Thuốc chẹn kênh Canxi | Thuốc đối kháng Canxi - Long Châu,"Thuốc ức chế men chuyển/Thuốc chẹn kênh Canxi và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:04.9,33:10.5,,,FALSE
140,Thuốc chống sốt rét,,thuoc/thuoc-khang-sinh-duong-toan-than/thuoc-chong-sot-ret,,,,140,product,3,FALSE,FALSE,[Tổng hợp] Thuốc điều trị sốt rét phổ biến nhất - Long Châu,"Mua Thuốc điều trị sốt rét phổ chính hãng, uy tín, đáng tin cậy, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:04.9,37:05.1,,,FALSE
141,Thuốc chữa bệnh lao,,thuoc/thuoc-khang-sinh-duong-toan-than/thuoc-chua-benh-lao,,,,141,product,3,FALSE,FALSE,Thuốc điều trị bệnh lao phổi các loại - Nhà thuốc Long Châu,"Tổng hợp thuốc chữa bệnh lao và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:04.9,37:18.6,,,FALSE
142,Thuốc trừ giun sán,,thuoc/thuoc-khang-sinh-duong-toan-than/thuoc-tri-giun-san,,,,142,product,3,FALSE,FALSE,"Thuốc tẩy giun, sán chính hãng, giá tốt, hiệu quả nhanh 2024","Mua thuốc tẩy giun, thuốc xổ giun tốt nhất: Fugacar, Zentel, Mebendazole,... giá tốt, chính hãng, có dược sĩ tư vấn cách sử dụng tại Long Châu, giao hàng nhanh.",,,57:04.9,38:35.2,,,FALSE
143,Thuốc kháng nấm,,thuoc/thuoc-khang-sinh-duong-toan-than/thuoc-chong-nam,,,,143,product,3,FALSE,FALSE,"Thuốc kháng nấm, thuốc chống nấm, trị nấm giá tốt","Mua thuốc kháng nấm, thuốc chống nấm da, tóc, lông, móng tay, móng chân, nấm Candida, nấm sinh dục như Fluconazole, Metronizol,... giá tốt tại Long Châu.","Thuốc kháng nấm, thuốc chống nấm, trị nấm giá tốt","Mua thuốc kháng nấm, thuốc chống nấm da, tóc, lông, móng tay, móng chân, nấm Candida, nấm sinh dục như Fluconazole, Metronizol,... giá tốt tại Long Châu.",57:04.9,31:42.1,,,FALSE
144,Carbapenem,,thuoc/thuoc-khang-sinh-duong-toan-than/carbapenem,,,,144,product,3,FALSE,FALSE,,,,,57:04.9,44:06.8,,,FALSE
145,Các beta-lactam khác,,thuoc/thuoc-khang-sinh-duong-toan-than/cac-beta-lactam-khac,,,,145,product,3,FALSE,FALSE,Các loại kháng sinh nhóm beta lactam khác - Long Châu,"Mua thuốc kháng sinh nhóm beta lactam khác chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:04.9,33:55.6,,,FALSE
146,Cephalosporin,,thuoc/thuoc-khang-sinh-duong-toan-than/cephalosporin,,,,146,product,3,FALSE,FALSE,Thuốc kháng sinh nhóm Cephalosporin - Nhà Thuốc Long Châu,"Mua Thuốc kháng sinh nhóm Cephalosporin chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:04.9,34:43.0,,,FALSE
147,Kháng sinh glycopeptide,,thuoc/thuoc-khang-sinh-duong-toan-than/khang-sinh-glycopeptide,,,,147,product,3,FALSE,FALSE,,,,,57:04.9,46:21.2,,,FALSE
148,Kháng sinh glycylcyclines,,thuoc/thuoc-khang-sinh-duong-toan-than/khang-sinh-glycylcyclines,,,,148,product,3,FALSE,FALSE,,,,,57:05.0,47:27.0,,,FALSE
149,Thuốc trị phong,,thuoc/thuoc-khang-sinh-duong-toan-than/thuoc-tri-phong,,,,149,product,3,FALSE,FALSE,Thuốc trị phong các loại - Nhà thuốc Long Châu,"Tổng hợp thuốc trị phong được lưu hành tại Việt Nam, thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.0,44:55.5,,,FALSE
150,Dẫn xuất lincomycin,,thuoc/thuoc-khang-sinh-duong-toan-than/dan-xuat-lincomycin,,,,150,product,3,FALSE,FALSE,,,,,57:05.0,45:36.3,,,FALSE
151,Macrolid,,thuoc/thuoc-khang-sinh-duong-toan-than/macrolid,,,,151,product,3,FALSE,FALSE,Thuốc Kháng Sinh Nhóm Macrolid - Nhà Thuốc Long Châu,"Mua Thuốc kháng sinh nhóm Macrolid chính hãng, giá tốt, có đội ngũ dược sĩ tư vấn tận tình, giao hàng nhanh trong ngày. Xem ngay!",,,57:05.0,35:20.9,,,FALSE
152,Kháng sinh oxazolidinone,,thuoc/thuoc-khang-sinh-duong-toan-than/khang-sinh-oxazolidinone,,,,152,product,3,FALSE,FALSE,,,,,57:05.0,46:48.2,,,FALSE
